Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX9765149,RHR35,Rhododendron erosum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953411,,5190.86,1,40716066,8143213200,Rhododendron erosum_HR35,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765148,RHR34,Rhododendron leishanicum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953410,,4768.88,1,37505198,7501039600,Rhododendron leishanicum_HR34,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765147,RHR33,Empetrum nigrum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953408,,6146.55,1,47782020,9556404000,Empetrum nigrum_HR33,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765140,R37,Rhododendron platypodum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953402,,2862.84,1,27233964,8170189200,Rhododendron platypodum_37,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765135,RHR12,Rhododendron maximum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953397,,4015.55,1,32365001,6473000200,Rhododendron maximum_HR12,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765133,RHR10,Rhododendron luteum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953395,,4014.68,1,32351177,6470235400,Rhododendron luteum_HR10,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765132,RHR09,Rhododendron prinophyllum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953394,,4051.54,1,32441435,6488287000,Rhododendron prinophyllum_HR09,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765131,RHR08,Rhododendron periclymenoides,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953393,,4100.93,1,33099240,6619848000,Rhododendron periclymenoides_HR08,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765130,RHR07,Rhododendron canescens,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953392,,3976.32,1,32270074,6454014800,Rhododendron canescens_HR07,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765129,RHR06,Rhododendron atlanticum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953391,,4023.52,1,32656826,6531365200,Rhododendron atlanticum_HR06,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765128,R31,Rhododendron complexum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953390,,2580.34,1,23557122,7067136600,Rhododendron complexum_31,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765127,RHR05,Rhododendron arborescens,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953389,,3963.23,1,32070694,6414138800,Rhododendron arborescens_HR05,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765126,RHR04,Rhododendron ochraceum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953388,,4021.83,1,32543195,6508639000,Rhododendron ochraceum_HR04,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765125,RHR02,Rhododendron changii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953387,,4028.49,1,32594957,6518991400,Rhododendron changii_HR02,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765122,R415,Rhododendron principis,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953384,,2396.33,1,19094199,5728259700,Rhododendron principis_415,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765121,R414,Rhododendron wiltonii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953383,,2708.27,1,21504561,6451368300,Rhododendron wiltonii_414,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765120,R411,Rhododendron ririei,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953382,,3158.77,1,25466960,7640088000,Rhododendron ririei_411,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765119,R407,Rhododendron viridescens,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953381,,3324.49,1,27157648,8147294400,Rhododendron viridescens_407,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765118,R401,Rhododendron flumineum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953380,,2631.13,1,21770199,6531059700,Rhododendron flumineum_401,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765117,R30,Rhododendron faucium,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953379,,2462.64,1,22893369,6868010700,Rhododendron faucium_30,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765116,R400,Rhododendron tutcherae,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953378,,3266.44,1,26835103,8050530900,Rhododendron tutcherae_400,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765115,R399,Rhododendron emarginatum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953377,,3052.14,1,24659443,7397832900,Rhododendron emarginatum_399,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765114,R398,Rhododendron microphyton,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953376,,3490.29,1,28842974,8652892200,Rhododendron microphyton_398,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765113,R396,Rhododendron thymifolium,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953375,,2530.82,1,20269166,6080749800,Rhododendron thymifolium_396,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765111,R392,Rhododendron pronum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953373,,2422.56,1,19423927,5827178100,Rhododendron pronum_392,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765110,R391,Rhododendron tatsienense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953372,,2665.06,1,21353865,6406159500,Rhododendron tatsienense_391,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765109,R389,Rhododendron hunanense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953371,,3072.08,1,25011165,7503349500,Rhododendron hunanense_389,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765108,R387,Rhododendron mitriforme,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953370,,2880.24,1,23505896,7051768800,Rhododendron mitriforme_387,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765106,R26,Rhododendron oligocarpum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953368,,3216.59,1,29618029,8885408700,Rhododendron oligocarpum_26,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765099,R369,Rhododendron rivulare,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953361,,2468.08,1,19767385,5930215500,Rhododendron rivulare_369,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765098,R368,Rhododendron araiophyllum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953360,,2642.43,1,20897474,6269242200,Rhododendron araiophyllum_368,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765097,R367,Rhododendron protistum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953359,,2748.78,1,21723958,6517187400,Rhododendron protistum_367,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765096,R366,Rhododendron hancockii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953358,,2638.96,1,21026890,6308067000,Rhododendron hancockii_366,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765095,R25,Rhododendron championiae,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953357,,2771.47,1,24176900,7253070000,Rhododendron championiae_25,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765094,R364,Rhododendron strigillosum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953356,,2781.38,1,22035396,6610618800,Rhododendron strigillosum_364,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765093,R363,Rhododendron nitidulum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953355,,2814.22,1,23408243,7022472900,Rhododendron nitidulum_363,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765092,R362,Rhododendron pachytrichum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953354,,2784.95,1,22861652,6858495600,Rhododendron pachytrichum_362,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765090,R360,Rhododendron subflumineum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953352,,2858.24,1,22881848,6864554400,Rhododendron subflumineum_360,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765089,R359,Rhododendron vialii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953351,,2980.46,1,24263189,7278956700,Rhododendron vialii_359,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765088,R354,Rhododendron nyingchiense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953350,,3027.78,1,24739246,7421773800,Rhododendron nyingchiense_354,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765083,R349,Rhododendron simiarum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953345,,3157.29,1,26125954,7837786200,Rhododendron simiarum_349,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765081,R346,Rhododendron pulchroides,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953343,,2766.32,1,22741060,6822318000,Rhododendron pulchroides_346,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765080,R345,Rhododendron jingangshanicum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953342,,2442.28,1,19804367,5941310100,Rhododendron jingangshanicum_345,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765079,R344,Rhododendron searsiae,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953341,,1972.44,1,16529665,4958899500,Rhododendron searsiae_344,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765078,R343,Rhododendron trichocladum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953340,,2584.86,1,22143517,6643055100,Rhododendron trichocladum_343,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765077,R334,Rhododendron souliei,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953339,,2937.37,1,24178714,7253614200,Rhododendron souliei_334,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765076,R331,Rhododendron setiferum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953338,,2573.49,1,21422938,6426881400,Rhododendron setiferum_331,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765074,R329,Rhododendron cyanocarpum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953336,,3085.46,1,25540794,7662238200,Rhododendron cyanocarpum_329,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765073,R22,Rhododendron kiangsiense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953335,,3278.64,1,29850141,8955042300,Rhododendron kiangsiense_22,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765071,R321,Rhododendron aureum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953333,,2533.93,1,21087339,6326201700,Rhododendron aureum_321,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765068,R317,Rhododendron viscidum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953330,,3059.09,1,24943112,7482933600,Rhododendron viscidum_317,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765066,R315,Rhododendron charitopes,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953328,,2550.79,1,20753408,6226022400,Rhododendron charitopes_315,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765065,R313,Rhododendron tephropeplum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953327,,2565.07,1,21864523,6559356900,Rhododendron tephropeplum_313,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765064,R311,Rhododendron longistylum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953326,,2907.23,1,25178450,7553535000,Rhododendron longistylum_311,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765060,R302,Rhododendron florulentum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953322,,3061.5,1,26397341,7919202300,Rhododendron florulentum_302,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765059,R301,Rhododendron henryi,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953321,,2736.22,1,23626303,7087890900,Rhododendron henryi_301,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765058,R300,Rhododendron yangmingshanense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953320,,2833.07,1,25190381,7557114300,Rhododendron yangmingshanense_300,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765057,R299,Rhododendron kwangsiense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953319,,3122.34,1,28004930,8401479000,Rhododendron kwangsiense_299,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765055,R294,Rhododendron sperabile,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953317,,4049.09,1,34985426,10495627800,Rhododendron sperabile_294,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765054,R292,Rhododendron neriiflorum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953316,,2523.16,1,22446566,6733969800,Rhododendron neriiflorum_292,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765053,R288,Rhododendron mucronulatum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953315,,3222.96,1,28453982,8536194600,Rhododendron mucronulatum_288,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765050,R285,Rhododendron schlippenbachii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953312,,4527.66,1,40255572,12076671600,Rhododendron schlippenbachii_285,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765049,R284,Rhododendron austrinum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953311,,2948.79,1,25267375,7580212500,Rhododendron austrinum_284,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765048,R282,Rhododendron adenopodum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953310,,3313.89,1,28981984,8694595200,Rhododendron adenopodum_282,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765047,R276,Rhododendron rhuyuenense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953309,,2096.45,1,18840275,5652082500,Rhododendron rhuyuenense_276,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765046,R274,Rhododendron farrerae,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953308,,2690.43,1,23959529,7187858700,Rhododendron farrerae_274,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765044,R271,Rhododendron bachii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953306,,2158.1,1,19628744,5888623200,Rhododendron bachii_271,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765043,R270,Rhododendron moulmainense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953305,,2526.28,1,21923068,6576920400,Rhododendron moulmainense_270,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765038,R261,Rhododendron oldhamii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953300,,2483.2,1,21382136,6414640800,Rhododendron oldhamii_261,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765037,R259,Rhododendron haofui,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953299,,3112.93,1,26654838,7996451400,Rhododendron haofui_259,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765036,R258,Rhododendron brevinerve,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953298,,2659.67,1,22379988,6713996400,Rhododendron brevinerve_258,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765035,R249,Rhododendron denudatum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953297,,2417.53,1,21404036,6421210800,Rhododendron denudatum_249,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765032,R240,Rhododendron sikangense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953294,,2725.19,1,24401304,7320391200,Rhododendron sikangense_240,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9744445,RNA-seq of Chuquiraga atacamensis,Chuquiraga atacamensis,Illumina HiSeq 2000,Pontificia Universidad Catolica de Chile,SRP299551,Plant ecological genomics at the limits of life in the Atacama Desert,SRS7932125,,26851.79,1,210855453,42592801506,Catac,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9744443,RNA-seq of Baccharis boliviensis,Baccharis boliviensis,Illumina HiSeq 2500,Pontificia Universidad Catolica de Chile,SRP299551,Plant ecological genomics at the limits of life in the Atacama Desert,SRS7932122,,5757.65,1,53929716,10893802632,Bboli,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9744431,RNA-seq of Adesmia spinosissima,Adesmia spinosissima,Illumina HiSeq 2500,Pontificia Universidad Catolica de Chile,SRP299551,Plant ecological genomics at the limits of life in the Atacama Desert,SRS7932106,,4927.3,1,45836494,9258971788,Aspin,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9744423,RNA-seq of Parastrephia quadrangularis,Parastrephia quadrangularis,Illumina HiSeq 2500,Pontificia Universidad Catolica de Chile,SRP299551,Plant ecological genomics at the limits of life in the Atacama Desert,SRS7932100,,5317.07,1,48684822,9834334044,Pquad,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9744418,RNA-seq of Ambrosia artemisioides,Ambrosia artemisioides,Illumina HiSeq 2000,Pontificia Universidad Catolica de Chile,SRP299551,Plant ecological genomics at the limits of life in the Atacama Desert,SRS7932095,,26481.36,1,209626209,42344494218,Aarte,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9648479,RNA-Seq of leaf: Inga  alba,Inga alba,Illumina HiSeq 2000,"Royal Botanic Gardens, Edinburgh",SRP297031,"Inga alata, Inga alba, Inga brachyrhachis, Inga capitata, Inga Laurina, Inga Leiocalycina, Inga sapindoies, Inga spectabilis, Inga umbellifera Transcriptome",SRS7847828,,1315.2,1,26354921,3953238150,alb_T023,RNA-Seq,TRANSCRIPTOMIC,RT-PCR
SRX9535603,RNA-seq of Isodon lophanthoides: roots biological replicate 2,Isodon lophanthoides,Illumina HiSeq 4000,Guangzhou University of Chinese Medicine,SRP293327,Transcriptome analysis of Isodon lophanthoides var. gerardiana,SRS7742072,,3436.1,1,38246983,11474094900,R2,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT
SRX9529842,RNA-Seq of Cereus fernambucensis epiermis,Cereus fernambucensis,Illumina HiSeq 2500,Federal University of Sao Carlos,SRP228499,Draft genome and RNA-Seq data of Cereus fernambucensis Lem.,SRS5610395,,9102.13,1,46635309,13990592700,EB1,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX9464664,RNA-seq of Bretschneidera sinensis,Bretschneidera sinensis,HiSeq X Ten,"South China Botanical Garden, Chinese Academy of S",SRP291810,Genome of Bretschneidera sinensis,SRS7676757,,6889.65,1,74107498,22232249400,BLS-RNA-seq_GD,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX9460612,RNA-Seq of Ardisia gigantifolia leaf,Ardisia gigantifolia,Illumina NovaSeq 6000,SOUTH CHINA BOTANICAL GARDEN,SRP291663,Ardisia gigantifolia Raw sequence reads,SRS7672838,,6544.15,1,70204714,21061414200,Ardisia gigantifolia leaf,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX9460145,De-novo RNA Sequencing of Rubus chingii Hu,Rubus chingii,HiSeq X Ten,Taizhou University,SRP291638,De-novo RNA Sequencing of Rubus chingii Hu,SRS7672385,,2430.93,1,22466574,6739972200,GY1,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT
SRX9460092,RNA-Seq of Archidendron clypearia:  flowers,Archidendron clypearia,Illumina NovaSeq 6000,"Research Institute of Tropical Forestry, Chinese A",SRP291634,Flower transcriptome sequencing in Archidendron clypearia,SRS7672340,,3265.13,1,27688359,8178301442,AcF180422a1,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9381682,RNA-Seq of Rhododendron ovatum: flower,Rhododendron ovatum,Illumina NovaSeq 6000,Zhejiang University,SRP288974,Rhododendron ovatum isolate:QSH Genome sequencing,SRS7602066,,4032.45,1,21156790,6347037000,RNA-Ro-flower,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX9284372,RNA-seq of Zelkova schneideriana: leaf,Zelkova schneideriana,NextSeq 500,"Institute of Botany, Jiangsu Province and Chinese ",SRP287191,Transcriptome of Zelkova schneideriana,SRS7512122,,2352.06,1,21156207,6346862100,zs1,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX9261159,RNAseq of C. humblotiana leaf,Coffea humblotiana,Illumina HiSeq 2500,Institut de Recherche pour le Developpement,SRP285083,Coffea humblotiana isolate:BM19/20 Genome sequencing,SRS7413820,,1417.12,1,8903758,2671127400,hum2_S4_L1,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX9212632,RNA-Seq of Prickly wild type of Solanum viarum Dunal,Solanum viarum,Illumina HiSeq 2500,CSIR-National Botanical Research Institute,SRP285782,Transcriptome analysis provides insight into prickle development and its link to defense and secondary metabolism in Solanum viarum Dunal,SRS7446753,,2413.62,1,18175222,3671394844,Prickly wild type1,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX9057987,transcriptome-1,Elaeagnus angustifolia,Illumina HiSeq 2500,Shandong Agricultural University,SRP272872,Chromosome Elaeagnus angustifolia Linn. sequencing,SRS7301320,,2830.29,1,30241078,9021152766,library5,OTHER,METATRANSCRIPTOMIC,other
SRX8987591,C2,Dracaena angustifolia,Illumina HiSeq 2000,"Xishuangbanna Tropical Botanical Garden, Chinese A",SRP277467,The defensive function of calcium oxalate crystals,SRS7241564,,2089.82,1,22833822,6850146600,C2,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX8954936,H1,Dracaena marginata,Illumina HiSeq 2000,"Xishuangbanna Tropical Botanical Garden, Chinese A",SRP277467,The defensive function of calcium oxalate crystals,SRS7210041,,2155.54,1,24033904,7210171200,H1,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX8954010,RNA-Seq of Clematis brevicaudata,Clematis brevicaudata,HiSeq X Ten,Beijing Forestry University,SRP277743,"Natural Hybrid Origin of the Controversial ""Species"" Clematis pinnata (Ranunculaceae) Based on Multidisciplinary Evidence",SRS7209137,,2545.89,1,28947962,8614147754,20,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8954007,RNA-Seq of Clematis heracleifolia,Clematis heracleifolia,HiSeq X Ten,Beijing Forestry University,SRP277743,"Natural Hybrid Origin of the Controversial ""Species"" Clematis pinnata (Ranunculaceae) Based on Multidisciplinary Evidence",SRS7209134,,2004.37,1,22736522,6768437442,17,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8953999,RNA-Seq of Clematis pinnata: collection from  Sizuolou,Clematis pinnata,HiSeq X Ten,Beijing Forestry University,SRP277743,"Natural Hybrid Origin of the Controversial ""Species"" Clematis pinnata (Ranunculaceae) Based on Multidisciplinary Evidence",SRS7209126,,1927.64,1,21694426,6427330500,1,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8923407,RNA-Seq of Zanthoxylum ailanthoides,Zanthoxylum ailanthoides,Illumina HiSeq 2500,National Taiwan University,SRP277002,Zanthoxylum ailanthoides leaf transcriptome sequencing,SRS7179680,,2635.65,1,22969918,6890975400,Za_tLtP,RNA-Seq,TRANSCRIPTOMIC,unspecified
